State,YEAR,TYPE OF PRODUCER,ENERGY SOURCE,GENERATION (Megawatthours)
Alabama,2015,"Combined Heat and Power, Industrial Power",Petroleum,20933.0
Alabama,2015,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,3033553.0
Alabama,2015,"Electric Generators, Electric Utilities",Coal,41311032.0
Alabama,2015,"Electric Generators, Electric Utilities",Hydroelectric Conventional,9861805.0
Alabama,2015,"Electric Generators, Electric Utilities",Natural Gas,14690887.0
Alabama,2015,"Electric Generators, Electric Utilities",Nuclear,41951382.0
Alabama,2015,"Electric Generators, Electric Utilities",Petroleum,53371.0
Alabama,2015,"Electric Generators, Electric Utilities",Wood and Wood Derived Fuels,0.0
Alabama,2015,"Electric Generators, Independent Power Producers",Natural Gas,35006294.0
Alabama,2015,"Electric Generators, Independent Power Producers",Other Biomass,43631.0
Alabama,2015,"Electric Generators, Independent Power Producers",Petroleum,9906.0
Alabama,2015,Total Electric Power Industry,Coal,41410430.0
Alabama,2015,Total Electric Power Industry,Hydroelectric Conventional,9861805.0
Alabama,2015,Total Electric Power Industry,Natural Gas,55844456.0
Alabama,2015,Total Electric Power Industry,Nuclear,41951382.0
Alabama,2015,Total Electric Power Industry,Other,0.0
Alabama,2015,Total Electric Power Industry,Other Biomass,43631.0
Alabama,2015,Total Electric Power Industry,Other Gases,35863.0
Alabama,2015,Total Electric Power Industry,Petroleum,84208.0
Alabama,2015,Total Electric Power Industry,Wood and Wood Derived Fuels,3245653.0
Alabama,2016,"Combined Heat and Power, Electric Power",Coal,0.0
Alabama,2016,"Combined Heat and Power, Electric Power",Natural Gas,4280172.0
Alabama,2016,"Combined Heat and Power, Electric Power",Wood and Wood Derived Fuels,226531.0
Alabama,2016,"Combined Heat and Power, Industrial Power",Coal,72292.0
Alabama,2016,"Combined Heat and Power, Industrial Power",Natural Gas,1073390.0
Alabama,2016,"Combined Heat and Power, Industrial Power",Other,0.0
Alabama,2016,"Combined Heat and Power, Industrial Power",Other Biomass,0.0
Alabama,2016,"Combined Heat and Power, Industrial Power",Other Gases,24052.0
Alabama,2016,"Combined Heat and Power, Industrial Power",Petroleum,14683.0
Alabama,2016,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,3070605.0
Alabama,2016,"Electric Generators, Electric Utilities",Coal,34186115.0
Alabama,2016,"Electric Generators, Electric Utilities",Hydroelectric Conventional,6984803.0
Alabama,2016,"Electric Generators, Electric Utilities",Natural Gas,16892646.0
Alabama,2016,"Electric Generators, Electric Utilities",Nuclear,39901879.0
Alabama,2016,"Electric Generators, Electric Utilities",Petroleum,25760.0
Alabama,2016,"Electric Generators, Electric Utilities",Wood and Wood Derived Fuels,0.0
Alabama,2016,"Electric Generators, Independent Power Producers",Natural Gas,35557409.0
Alabama,2016,"Electric Generators, Independent Power Producers",Other Biomass,38109.0
Alabama,2016,"Electric Generators, Independent Power Producers",Petroleum,5389.0
Alabama,2016,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,31261.0
Alabama,2016,Total Electric Power Industry,Coal,34258404.0
Alabama,2016,Total Electric Power Industry,Hydroelectric Conventional,6984803.0
Alabama,2016,Total Electric Power Industry,Natural Gas,57803619.0
Alabama,2016,Total Electric Power Industry,Nuclear,39901879.0
Alabama,2016,Total Electric Power Industry,Other,0.0
Alabama,2016,Total Electric Power Industry,Other Biomass,38109.0
Alabama,2016,Total Electric Power Industry,Other Gases,24052.0
Alabama,2016,Total Electric Power Industry,Petroleum,45833.0
Alabama,2016,Total Electric Power Industry,Solar Thermal and Photovoltaic,31261.0
Alabama,2016,Total Electric Power Industry,Wood and Wood Derived Fuels,3297134.0
Alabama,2017,"Combined Heat and Power, Electric Power",Coal,0.0
Alabama,2017,"Combined Heat and Power, Electric Power",Natural Gas,4054651.0
Alabama,2017,"Combined Heat and Power, Electric Power",Wood and Wood Derived Fuels,190974.0
Alabama,2017,"Combined Heat and Power, Industrial Power",Coal,29272.0
Alabama,2017,"Combined Heat and Power, Industrial Power",Natural Gas,1198562.0
Alabama,2017,"Combined Heat and Power, Industrial Power",Other,0.0
Alabama,2017,"Combined Heat and Power, Industrial Power",Other Biomass,0.0
Alabama,2017,"Combined Heat and Power, Industrial Power",Other Gases,8830.0
Alabama,2017,"Combined Heat and Power, Industrial Power",Petroleum,7374.0
Alabama,2017,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,3193334.0
Alabama,2017,"Electric Generators, Electric Utilities",Coal,31411129.0
Alabama,2017,"Electric Generators, Electric Utilities",Hydroelectric Conventional,9237322.0
Alabama,2017,"Electric Generators, Electric Utilities",Natural Gas,18359998.0
Alabama,2017,"Electric Generators, Electric Utilities",Nuclear,42651973.0
Alabama,2017,"Electric Generators, Electric Utilities",Petroleum,25086.0
Alabama,2017,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,23873.0
Alabama,2017,"Electric Generators, Independent Power Producers",Natural Gas,29370452.0
Alabama,2017,"Electric Generators, Independent Power Producers",Other,4.0
Alabama,2017,"Electric Generators, Independent Power Producers",Other Biomass,41352.0
Alabama,2017,"Electric Generators, Independent Power Producers",Petroleum,3250.0
Alabama,2017,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,156812.0
Alabama,2017,Total Electric Power Industry,Coal,31440402.0
Alabama,2017,Total Electric Power Industry,Hydroelectric Conventional,9237322.0
Alabama,2017,Total Electric Power Industry,Natural Gas,52983661.0
Alabama,2017,Total Electric Power Industry,Nuclear,42651973.0
Alabama,2017,Total Electric Power Industry,Other,4.0
Alabama,2017,Total Electric Power Industry,Other Biomass,41352.0
Alabama,2017,Total Electric Power Industry,Other Gases,8830.0
Alabama,2017,Total Electric Power Industry,Petroleum,35706.0
Alabama,2017,Total Electric Power Industry,Solar Thermal and Photovoltaic,180689.0
Alabama,2017,Total Electric Power Industry,Wood and Wood Derived Fuels,3384308.0
Alabama,2018,"Combined Heat and Power, Electric Power",Coal,0.0
Alabama,2018,"Combined Heat and Power, Electric Power",Natural Gas,4721814.0
Alabama,2018,"Combined Heat and Power, Electric Power",Wood and Wood Derived Fuels,142487.0
Alabama,2018,"Combined Heat and Power, Industrial Power",Coal,43852.0
Alabama,2018,"Combined Heat and Power, Industrial Power",Natural Gas,1300226.0
Alabama,2018,"Combined Heat and Power, Industrial Power",Other,0.0
Alabama,2018,"Combined Heat and Power, Industrial Power",Other Biomass,0.0
Alabama,2018,"Combined Heat and Power, Industrial Power",Other Gases,4805.0
Alabama,2018,"Combined Heat and Power, Industrial Power",Petroleum,6976.0
Alabama,2018,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,3266220.0
Alabama,2018,"Electric Generators, Electric Utilities",Coal,31733668.0
Alabama,2018,"Electric Generators, Electric Utilities",Hydroelectric Conventional,11143140.0
Alabama,2018,"Electric Generators, Electric Utilities",Natural Gas,20265878.0
Alabama,2018,"Electric Generators, Electric Utilities",Nuclear,39462827.0
Alabama,2018,"Electric Generators, Electric Utilities",Petroleum,29358.0
Alabama,2018,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,30542.0
Alabama,2018,"Electric Generators, Independent Power Producers",Natural Gas,32512500.0
Alabama,2018,"Electric Generators, Independent Power Producers",Other,-48.0
Alabama,2018,"Electric Generators, Independent Power Producers",Other Biomass,37673.0
Alabama,2018,"Electric Generators, Independent Power Producers",Petroleum,29370.0
Alabama,2018,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,326708.0
Alabama,2018,Total Electric Power Industry,Coal,31777521.0
Alabama,2018,Total Electric Power Industry,Hydroelectric Conventional,11143140.0
Alabama,2018,Total Electric Power Industry,Natural Gas,58800420.0
Alabama,2018,Total Electric Power Industry,Nuclear,39462827.0
Alabama,2018,Total Electric Power Industry,Other,-48.0
Alabama,2018,Total Electric Power Industry,Other Biomass,37673.0
Alabama,2018,Total Electric Power Industry,Other Gases,4805.0
Alabama,2018,Total Electric Power Industry,Petroleum,65704.0
Alabama,2018,Total Electric Power Industry,Solar Thermal and Photovoltaic,357251.0
Alabama,2018,Total Electric Power Industry,Wood and Wood Derived Fuels,3408707.0
Alabama,2019,"Combined Heat and Power, Electric Power",Coal,0.0
Alabama,2019,"Combined Heat and Power, Electric Power",Natural Gas,3157136.0
Alabama,2019,"Combined Heat and Power, Electric Power",Wood and Wood Derived Fuels,0.0
Alabama,2019,"Combined Heat and Power, Industrial Power",Coal,16924.0
Alabama,2019,"Combined Heat and Power, Industrial Power",Natural Gas,1559775.0
Alabama,2019,"Combined Heat and Power, Industrial Power",Other,0.0
Alabama,2019,"Combined Heat and Power, Industrial Power",Other Biomass,0.0
Alabama,2019,"Combined Heat and Power, Industrial Power",Other Gases,2660.0
Alabama,2019,"Combined Heat and Power, Industrial Power",Petroleum,6258.0
Alabama,2019,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,3316975.0
Alabama,2019,"Electric Generators, Electric Utilities",Coal,26638142.0
Alabama,2019,"Electric Generators, Electric Utilities",Hydroelectric Conventional,11405215.0
Alabama,2019,"Electric Generators, Electric Utilities",Natural Gas,20446954.0
Alabama,2019,"Electric Generators, Electric Utilities",Nuclear,43656862.0
Alabama,2019,"Electric Generators, Electric Utilities",Petroleum,10226.0
Alabama,2019,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,23094.0
Alabama,2019,"Electric Generators, Independent Power Producers",Natural Gas,32033505.0
Alabama,2019,"Electric Generators, Independent Power Producers",Other,-58.0
Alabama,2019,"Electric Generators, Independent Power Producers",Other Biomass,40483.0
Alabama,2019,"Electric Generators, Independent Power Producers",Petroleum,3435.0
Alabama,2019,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,361846.0
Alabama,2019,Total Electric Power Industry,Coal,26655067.0
Alabama,2019,Total Electric Power Industry,Hydroelectric Conventional,11405215.0
Alabama,2019,Total Electric Power Industry,Natural Gas,57197370.0
Alabama,2019,Total Electric Power Industry,Nuclear,43656862.0
Alabama,2019,Total Electric Power Industry,Other,-58.0
Alabama,2019,Total Electric Power Industry,Other Biomass,40483.0
Alabama,2019,Total Electric Power Industry,Other Gases,2660.0
Alabama,2019,Total Electric Power Industry,Petroleum,19920.0
Alabama,2019,Total Electric Power Industry,Solar Thermal and Photovoltaic,384940.0
Alabama,2019,Total Electric Power Industry,Wood and Wood Derived Fuels,3316975.0
Alabama,2020,"Combined Heat and Power, Electric Power",Natural Gas,2848326.0
Alabama,2020,"Combined Heat and Power, Industrial Power",Coal,2.0
Alabama,2020,"Combined Heat and Power, Industrial Power",Natural Gas,1511468.0
Alabama,2020,"Combined Heat and Power, Industrial Power",Other,0.0
Alabama,2020,"Combined Heat and Power, Industrial Power",Other Biomass,0.0
Alabama,2020,"Combined Heat and Power, Industrial Power",Other Gases,412.0
Alabama,2020,"Combined Heat and Power, Industrial Power",Petroleum,7441.0
Alabama,2020,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,3269136.0
Alabama,2020,"Electric Generators, Electric Utilities",Coal,21729521.0
Alabama,2020,"Electric Generators, Electric Utilities",Hydroelectric Conventional,13349136.0
Alabama,2020,"Electric Generators, Electric Utilities",Natural Gas,23693543.0
Alabama,2020,"Electric Generators, Electric Utilities",Nuclear,43550647.0
Alabama,2020,"Electric Generators, Electric Utilities",Petroleum,2844.0
Alabama,2020,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,26860.0
Alabama,2020,"Electric Generators, Independent Power Producers",Natural Gas,27171658.0
Alabama,2020,"Electric Generators, Independent Power Producers",Other,-43.0
Alabama,2020,"Electric Generators, Independent Power Producers",Other Biomass,37306.0
Alabama,2020,"Electric Generators, Independent Power Producers",Petroleum,2559.0
Alabama,2020,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,341880.0
Alabama,2020,Total Electric Power Industry,Coal,21729523.0
Alabama,2020,Total Electric Power Industry,Hydroelectric Conventional,13349136.0
Alabama,2020,Total Electric Power Industry,Natural Gas,55224998.0
Alabama,2020,Total Electric Power Industry,Nuclear,43550647.0
Alabama,2020,Total Electric Power Industry,Other,-43.0
Alabama,2020,Total Electric Power Industry,Other Biomass,37306.0
Alabama,2020,Total Electric Power Industry,Other Gases,412.0
Alabama,2020,Total Electric Power Industry,Petroleum,12847.0
Alabama,2020,Total Electric Power Industry,Solar Thermal and Photovoltaic,368740.0
Alabama,2020,Total Electric Power Industry,Wood and Wood Derived Fuels,3269136.0
Alabama,2021,"Combined Heat and Power, Electric Power",Natural Gas,4031284.0
Alabama,2021,"Combined Heat and Power, Industrial Power",Coal,6089.0
Alabama,2021,"Combined Heat and Power, Industrial Power",Natural Gas,1476854.0
Alabama,2021,"Combined Heat and Power, Industrial Power",Other,0.0
Alabama,2021,"Combined Heat and Power, Industrial Power",Other Biomass,0.0
Alabama,2021,"Combined Heat and Power, Industrial Power",Other Gases,1193.0
Alabama,2021,"Combined Heat and Power, Industrial Power",Petroleum,8892.0
Alabama,2021,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,3147597.0
Alabama,2021,"Electric Generators, Electric Utilities",Coal,26900889.0
Alabama,2021,"Electric Generators, Electric Utilities",Hydroelectric Conventional,12517703.0
Alabama,2021,"Electric Generators, Electric Utilities",Natural Gas,21845029.0
Alabama,2021,"Electric Generators, Electric Utilities",Nuclear,46036489.0
Alabama,2021,"Electric Generators, Electric Utilities",Petroleum,4319.0
Alabama,2021,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,27774.0
Alabama,2021,"Electric Generators, Independent Power Producers",Natural Gas,26433535.0
Alabama,2021,"Electric Generators, Independent Power Producers",Other,0.0
Alabama,2021,"Electric Generators, Independent Power Producers",Other Biomass,37882.0
Alabama,2021,"Electric Generators, Independent Power Producers",Petroleum,12004.0
Alabama,2021,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,467600.0
Alabama,2021,Total Electric Power Industry,Coal,26906978.0
Alabama,2021,Total Electric Power Industry,Hydroelectric Conventional,12517703.0
Alabama,2021,Total Electric Power Industry,Natural Gas,53786699.0
Alabama,2021,Total Electric Power Industry,Nuclear,46036489.0
Alabama,2021,Total Electric Power Industry,Other,0.0
Alabama,2021,Total Electric Power Industry,Other Biomass,37882.0
Alabama,2021,Total Electric Power Industry,Other Gases,1193.0
Alabama,2021,Total Electric Power Industry,Petroleum,25214.0
Alabama,2021,Total Electric Power Industry,Solar Thermal and Photovoltaic,495373.0
Alabama,2021,Total Electric Power Industry,Wood and Wood Derived Fuels,3147597.0
Alabama,2022,"Combined Heat and Power, Electric Power",Natural Gas,1946611.0
Alabama,2022,"Combined Heat and Power, Industrial Power",Coal,12307.0
Alabama,2022,"Combined Heat and Power, Industrial Power",Natural Gas,592722.0
Alabama,2022,"Combined Heat and Power, Industrial Power",Other,0.0
Alabama,2022,"Combined Heat and Power, Industrial Power",Other Biomass,0.0
Alabama,2022,"Combined Heat and Power, Industrial Power",Other Gases,985.0
Alabama,2022,"Combined Heat and Power, Industrial Power",Petroleum,5199.0
Alabama,2022,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,1239026.0
