State,YEAR,TYPE OF PRODUCER,GENERATION (Megawatthours)
Arkansas,2019,"Combined Heat and Power, Commercial Power",56171.0
Arkansas,2019,"Combined Heat and Power, Electric Power",1191544.0
Arkansas,2019,"Combined Heat and Power, Industrial Power",1592069.0
Arkansas,2019,"Electric Generators, Electric Utilities",57343375.0
Arkansas,2019,"Electric Generators, Independent Power Producers",4259741.0
Arkansas,2019,Total Electric Power Industry,64442899.0
Arkansas,2020,"Combined Heat and Power, Commercial Power",65451.0
Arkansas,2020,"Combined Heat and Power, Electric Power",1210637.0
Arkansas,2020,"Combined Heat and Power, Industrial Power",1123372.0
Arkansas,2020,"Electric Generators, Electric Utilities",48634848.0
Arkansas,2020,"Electric Generators, Independent Power Producers",3606951.0
Arkansas,2020,Total Electric Power Industry,54641261.0
Arkansas,2021,"Combined Heat and Power, Commercial Power",62136.0
Arkansas,2021,"Combined Heat and Power, Electric Power",1023489.0
Arkansas,2021,"Combined Heat and Power, Industrial Power",1196173.0
Arkansas,2021,"Electric Generators, Electric Utilities",53337372.0
Arkansas,2021,"Electric Generators, Independent Power Producers",4610967.0
Arkansas,2021,Total Electric Power Industry,60230136.0
Arkansas,2022,"Combined Heat and Power, Commercial Power",23133.0
Arkansas,2022,"Combined Heat and Power, Electric Power",565582.0
Arkansas,2022,"Combined Heat and Power, Industrial Power",507641.0
Arkansas,2022,"Electric Generators, Electric Utilities",22400062.0
Arkansas,2022,"Electric Generators, Independent Power Producers",2406547.0
Arkansas,2022,Total Electric Power Industry,25902964.0
California,2001,"Combined Heat and Power, Commercial Power",1824891.0
California,2001,"Combined Heat and Power, Electric Power",21304836.0
California,2001,"Combined Heat and Power, Industrial Power",16668553.0
California,2001,"Electric Generators, Electric Utilities",70132653.0
California,2001,"Electric Generators, Independent Power Producers",88665139.0
California,2001,Total Electric Power Industry,198596072.0
California,2002,"Combined Heat and Power, Commercial Power",1958498.0
California,2002,"Combined Heat and Power, Electric Power",26975624.0
California,2002,"Combined Heat and Power, Industrial Power",17142181.0
California,2002,"Electric Generators, Electric Utilities",74588271.0
California,2002,"Electric Generators, Independent Power Producers",63545456.0
California,2002,Total Electric Power Industry,184210036.0
California,2003,"Combined Heat and Power, Commercial Power",2070584.0
California,2003,"Combined Heat and Power, Electric Power",25458401.0
California,2003,"Combined Heat and Power, Industrial Power",18102026.0
California,2003,"Electric Generators, Electric Utilities",81728208.0
California,2003,"Electric Generators, Independent Power Producers",65429326.0
California,2003,Total Electric Power Industry,192788542.0
California,2004,"Combined Heat and Power, Commercial Power",1917669.0
California,2004,"Combined Heat and Power, Electric Power",24566736.0
California,2004,"Combined Heat and Power, Industrial Power",17191102.0
California,2004,"Electric Generators, Electric Utilities",75177122.0
California,2004,"Electric Generators, Independent Power Producers",75927725.0
California,2004,Total Electric Power Industry,194780356.0
California,2005,"Combined Heat and Power, Commercial Power",2150875.0
California,2005,"Combined Heat and Power, Electric Power",23458694.0
California,2005,"Combined Heat and Power, Industrial Power",16614450.0
California,2005,"Electric Generators, Electric Utilities",89348214.0
California,2005,"Electric Generators, Independent Power Producers",68720587.0
California,2005,Total Electric Power Industry,200292817.0
California,2006,"Combined Heat and Power, Commercial Power",2118382.0
California,2006,"Combined Heat and Power, Electric Power",21399213.0
California,2006,"Combined Heat and Power, Industrial Power",16433712.0
California,2006,"Electric Generators, Electric Utilities",100338455.0
California,2006,"Electric Generators, Independent Power Producers",76508932.0
California,2006,Total Electric Power Industry,216798687.0
California,2007,"Combined Heat and Power, Commercial Power",2130745.0
California,2007,"Combined Heat and Power, Electric Power",22341666.0
California,2007,"Combined Heat and Power, Industrial Power",16535738.0
California,2007,"Electric Generators, Electric Utilities",87348589.0
California,2007,"Electric Generators, Independent Power Producers",82490842.0
California,2007,Total Electric Power Industry,210847583.0
California,2008,"Combined Heat and Power, Commercial Power",2100483.0
California,2008,"Combined Heat and Power, Electric Power",21534860.0
California,2008,"Combined Heat and Power, Industrial Power",15934693.0
California,2008,"Electric Generators, Electric Utilities",83346844.0
California,2008,"Electric Generators, Independent Power Producers",85067384.0
California,2008,Total Electric Power Industry,207984261.0
California,2009,"Combined Heat and Power, Commercial Power",2243753.0
California,2009,"Combined Heat and Power, Electric Power",21008878.0
California,2009,"Combined Heat and Power, Industrial Power",15632804.0
California,2009,"Electric Generators, Electric Utilities",85123704.0
California,2009,"Electric Generators, Independent Power Producers",80766988.0
California,2009,Total Electric Power Industry,204776132.0
California,2010,"Combined Heat and Power, Commercial Power",2300044.0
California,2010,"Combined Heat and Power, Electric Power",19582003.0
California,2010,"Combined Heat and Power, Industrial Power",16009947.0
California,2010,"Electric Generators, Electric Utilities",96939536.0
California,2010,"Electric Generators, Independent Power Producers",69294066.0
California,2010,Total Electric Power Industry,204125595.0
California,2011,"Combined Heat and Power, Commercial Power",2880277.1
California,2011,"Combined Heat and Power, Electric Power",18656710.35
California,2011,"Combined Heat and Power, Industrial Power",15652598.34
California,2011,"Electric Generators, Electric Utilities",105360204.41
California,2011,"Electric Generators, Independent Power Producers",58255052.28
California,2011,Total Electric Power Industry,200804842.48
California,2012,"Combined Heat and Power, Commercial Power",2894425.95
California,2012,"Combined Heat and Power, Electric Power",18163487.38
California,2012,"Combined Heat and Power, Industrial Power",15400489.64
California,2012,"Electric Generators, Electric Utilities",82486063.78
California,2012,"Electric Generators, Independent Power Producers",80574099.99
California,2012,Total Electric Power Industry,199518566.72
California,2013,"Combined Heat and Power, Commercial Power",2761572.26
California,2013,"Combined Heat and Power, Electric Power",16905497.88
California,2013,"Combined Heat and Power, Industrial Power",15800403.620000001
California,2013,"Electric Generators, Electric Utilities",78407643.13
California,2013,"Electric Generators, Independent Power Producers",86201997.78
California,2013,Total Electric Power Industry,200077114.62
California,2014,"Combined Heat and Power, Commercial Power",2673732.77
California,2014,"Combined Heat and Power, Electric Power",19144580.68
California,2014,"Combined Heat and Power, Industrial Power",15178925.2
California,2014,"Electric Generators, Electric Utilities",70695957.31
California,2014,"Electric Generators, Independent Power Producers",90011546.12
California,2014,Total Electric Power Industry,197704742.06
California,2015,"Combined Heat and Power, Commercial Power",2888734.0
California,2015,"Combined Heat and Power, Electric Power",17246705.0
California,2015,"Combined Heat and Power, Industrial Power",14510817.0
California,2015,"Electric Generators, Electric Utilities",71150169.0
California,2015,"Electric Generators, Independent Power Producers",90907434.0
California,2015,Total Electric Power Industry,196703858.0
California,2016,"Combined Heat and Power, Commercial Power",2858962.0
California,2016,"Combined Heat and Power, Electric Power",16664259.0
California,2016,"Combined Heat and Power, Industrial Power",13701715.0
California,2016,"Electric Generators, Electric Utilities",81155620.0
California,2016,"Electric Generators, Independent Power Producers",82582663.0
California,2016,Total Electric Power Industry,196963217.0
California,2017,"Combined Heat and Power, Commercial Power",2867260.0
California,2017,"Combined Heat and Power, Electric Power",15865433.0
California,2017,"Combined Heat and Power, Industrial Power",13515150.0
California,2017,"Electric Generators, Electric Utilities",90422389.0
California,2017,"Electric Generators, Independent Power Producers",83476288.0
California,2017,Total Electric Power Industry,206146521.0
California,2018,"Combined Heat and Power, Commercial Power",2779121.0
California,2018,"Combined Heat and Power, Electric Power",14910073.0
California,2018,"Combined Heat and Power, Industrial Power",13566030.0
California,2018,"Electric Generators, Electric Utilities",75238778.0
California,2018,"Electric Generators, Independent Power Producers",88971634.0
California,2018,Total Electric Power Industry,195465640.0
California,2019,"Combined Heat and Power, Commercial Power",2627180.0
California,2019,"Combined Heat and Power, Electric Power",13237744.0
California,2019,"Combined Heat and Power, Industrial Power",13761865.0
California,2019,"Electric Generators, Electric Utilities",82939811.0
California,2019,"Electric Generators, Independent Power Producers",89217605.0
California,2019,Total Electric Power Industry,201784204.0
California,2020,"Combined Heat and Power, Commercial Power",2505738.0
California,2020,"Combined Heat and Power, Electric Power",12081198.0
California,2020,"Combined Heat and Power, Industrial Power",13704893.0
California,2020,"Electric Generators, Electric Utilities",67891454.0
California,2020,"Electric Generators, Independent Power Producers",96891647.0
California,2020,Total Electric Power Industry,193074930.0
California,2021,"Combined Heat and Power, Commercial Power",2400830.0
California,2021,"Combined Heat and Power, Electric Power",12417290.0
California,2021,"Combined Heat and Power, Industrial Power",13513448.0
California,2021,"Electric Generators, Electric Utilities",61737283.0
California,2021,"Electric Generators, Independent Power Producers",106658255.0
California,2021,Total Electric Power Industry,196727105.0
California,2022,"Combined Heat and Power, Commercial Power",1003065.0
California,2022,"Combined Heat and Power, Electric Power",4716588.0
California,2022,"Combined Heat and Power, Industrial Power",5202493.0
California,2022,"Electric Generators, Electric Utilities",23103669.0
California,2022,"Electric Generators, Independent Power Producers",40383882.0
California,2022,Total Electric Power Industry,74409695.0
Colorado,2001,"Combined Heat and Power, Commercial Power",212101.0
Colorado,2001,"Combined Heat and Power, Electric Power",2957506.0
Colorado,2001,"Combined Heat and Power, Industrial Power",81787.0
Colorado,2001,"Electric Generators, Electric Utilities",41957724.0
Colorado,2001,"Electric Generators, Independent Power Producers",1666885.0
Colorado,2001,Total Electric Power Industry,46876003.0
Colorado,2002,"Combined Heat and Power, Commercial Power",143157.0
Colorado,2002,"Combined Heat and Power, Electric Power",2865726.0
Colorado,2002,"Combined Heat and Power, Industrial Power",120559.0
Colorado,2002,"Electric Generators, Electric Utilities",41509934.0
Colorado,2002,"Electric Generators, Independent Power Producers",961015.0
Colorado,2002,Total Electric Power Industry,45600388.0
Colorado,2003,"Combined Heat and Power, Commercial Power",119138.0
Colorado,2003,"Combined Heat and Power, Electric Power",2313576.0
Colorado,2003,"Combined Heat and Power, Industrial Power",80966.0
Colorado,2003,"Electric Generators, Electric Utilities",41226251.0
Colorado,2003,"Electric Generators, Independent Power Producers",2876857.0
Colorado,2003,Total Electric Power Industry,46616787.0
Colorado,2004,"Combined Heat and Power, Commercial Power",93016.0
Colorado,2004,"Combined Heat and Power, Electric Power",1685172.0
Colorado,2004,"Combined Heat and Power, Industrial Power",58596.0
Colorado,2004,"Electric Generators, Electric Utilities",40436218.0
Colorado,2004,"Electric Generators, Independent Power Producers",5596489.0
Colorado,2004,Total Electric Power Industry,47869492.0
Colorado,2005,"Combined Heat and Power, Commercial Power",54163.0
Colorado,2005,"Combined Heat and Power, Electric Power",1643454.0
Colorado,2005,"Combined Heat and Power, Industrial Power",70466.0
Colorado,2005,"Electric Generators, Electric Utilities",41014607.0
Colorado,2005,"Electric Generators, Independent Power Producers",6834004.0
Colorado,2005,Total Electric Power Industry,49616696.0
Colorado,2006,"Combined Heat and Power, Commercial Power",28151.0
Colorado,2006,"Combined Heat and Power, Electric Power",1532553.0
Colorado,2006,"Combined Heat and Power, Industrial Power",77692.0
Colorado,2006,"Electric Generators, Electric Utilities",42055989.0
Colorado,2006,"Electric Generators, Independent Power Producers",7003972.0
Colorado,2006,Total Electric Power Industry,50698354.0
Colorado,2007,"Combined Heat and Power, Commercial Power",27770.0
Colorado,2007,"Combined Heat and Power, Electric Power",1782108.0
Colorado,2007,"Combined Heat and Power, Industrial Power",64189.0
Colorado,2007,"Electric Generators, Electric Utilities",42353281.0
Colorado,2007,"Electric Generators, Independent Power Producers",9680148.0
Colorado,2007,Total Electric Power Industry,53907493.0
Colorado,2008,"Combined Heat and Power, Commercial Power",38994.0
Colorado,2008,"Combined Heat and Power, Electric Power",1545149.0
Colorado,2008,"Combined Heat and Power, Industrial Power",51993.0
Colorado,2008,"Electric Generators, Electric Utilities",41176712.0
Colorado,2008,"Electric Generators, Independent Power Producers",10628742.0
Colorado,2008,Total Electric Power Industry,53441594.0
Colorado,2009,"Combined Heat and Power, Commercial Power",3101.0
Colorado,2009,"Combined Heat and Power, Electric Power",1530732.0
Colorado,2009,"Combined Heat and Power, Industrial Power",50043.0
Colorado,2009,"Electric Generators, Electric Utilities",37467524.0
Colorado,2009,"Electric Generators, Independent Power Producers",11514549.0
Colorado,2009,Total Electric Power Industry,50565951.0
Colorado,2010,"Combined Heat and Power, Commercial Power",4246.0
Colorado,2010,"Combined Heat and Power, Electric Power",1134511.0
Colorado,2010,"Combined Heat and Power, Industrial Power",60589.0
Colorado,2010,"Electric Generators, Electric Utilities",39584165.0
Colorado,2010,"Electric Generators, Independent Power Producers",9937282.0
Colorado,2010,Total Electric Power Industry,50720792.0
Colorado,2011,"Combined Heat and Power, Commercial Power",21944.55
